읍면동,번지,본번,부번,단지명,매매전월세구분,전용면적(㎡),계약년월,계약일,거래금액(만원),월세,층,건축년도,해제사유발생일,거래유형
직산읍 모시리,206-13,0206,0013,우성8차,매매,49.71,9,2,"         7,000",0,10,1995,,
직산읍 모시리,242-5,0242,0005,대림,월세,39.95,9,20,           500,            40,1,1998,,
직산읍 모시리,206-13,0206,0013,우성8차,월세,49.71,9,22,"         1,500",            35,9,1995,,
직산읍 모시리,253-38,0253,0038,동보호수마을,월세,25.725,9,22,           200,            16,3,1997,,
직산읍 모시리,206-13,0206,0013,우성8차,전세,49.71,9,24,"         6,000",             0,12,1995,,
직산읍 모시리,206-13,0206,0013,우성8차,월세,49.71,9,24,           500,            40,10,1995,,
직산읍 모시리,242-5,0242,0005,대림,매매,39.95,9,27,"         5,950",0,7,1998,,
직산읍 모시리,242-5,0242,0005,대림,월세,39.95,9,27,           300,            33,10,1998,,
직산읍 모시리,242-5,0242,0005,대림,매매,39.95,9,29,"         5,850",0,6,1998,,
직산읍 모시리,242-5,0242,0005,대림,매매,39.95,9,29,"         4,000",0,1,1998,,
직산읍 모시리,206-13,0206,0013,우성8차,매매,49.71,9,3,"         7,600",0,15,1995,,
직산읍 모시리,206-13,0206,0013,우성8차,매매,49.71,9,3,"         5,900",0,9,1995,,
직산읍 모시리,206-13,0206,0013,우성8차,월세,49.71,9,3,           500,            40,2,1995,,
직산읍 모시리,206-13,0206,0013,우성8차,매매,49.71,9,30,"         7,200",0,4,1995,,
직산읍 모시리,206-13,0206,0013,우성8차,매매,49.71,9,30,"         6,000",0,6,1995,,
직산읍 모시리,206-13,0206,0013,우성8차,월세,49.71,9,5,"         2,000",            25,8,1995,,
직산읍 모시리,206-13,0206,0013,우성8차,월세,49.71,9,8,           300,            38,11,1995,,
직산읍 모시리,253-38,0253,0038,동보호수마을,매매,25.725,10,12,"         2,150",0,12,1997,,
직산읍 모시리,242-5,0242,0005,대림,매매,39.95,10,13,"         5,450",0,8,1998,,
직산읍 모시리,206-13,0206,0013,우성8차,매매,49.71,10,19,"         6,000",0,4,1995,,
직산읍 모시리,206-13,0206,0013,우성8차,월세,49.71,10,2,           500,            35,4,1995,,
직산읍 모시리,242-5,0242,0005,대림,월세,39.95,10,20,           500,            35,7,1998,,
직산읍 모시리,253-38,0253,0038,동보호수마을,월세,25.725,10,20,           500,            20,8,1997,,
직산읍 모시리,253-38,0253,0038,동보호수마을,월세,25.725,10,20,           200,            22,6,1997,,
직산읍 모시리,242-5,0242,0005,대림,매매,39.95,10,22,"         4,700",0,2,1998,,
직산읍 모시리,242-5,0242,0005,대림,매매,39.95,10,22,"         4,700",0,2,1998,1031,
직산읍 모시리,253-38,0253,0038,동보호수마을,매매,25.725,10,22,"         2,250",0,4,1997,,
직산읍 모시리,206-13,0206,0013,우성8차,전세,49.71,10,28,"         5,800",             0,14,1995,,
직산읍 모시리,206-13,0206,0013,우성8차,매매,49.71,10,31,"         5,600",0,6,1995,,
직산읍 모시리,206-13,0206,0013,우성8차,매매,49.71,10,5,"         6,000",0,10,1995,,
직산읍 모시리,206-13,0206,0013,우성8차,매매,49.71,10,8,"         6,400",0,12,1995,,
직산읍 모시리,206-13,0206,0013,우성8차,매매,49.71,10,9,"         6,800",0,5,1995,,
직산읍 모시리,206-13,0206,0013,우성8차,매매,49.71,10,9,"         6,300",0,6,1995,,
직산읍 부송리,152-16,0152,0016,청솔,매매,59.74,1,20,"         4,200",0,4,1995,,
직산읍 부송리,152-16,0152,0016,청솔,매매,59.94,1,22,"         5,300",0,1,1995,,
직산읍 부송리,152-16,0152,0016,청솔,매매,59.74,1,22,"         5,250",0,2,1995,204,
직산읍 부송리,60-3,0060,0003,청호4차,매매,59.55,1,24,"         6,000",0,3,1992,,
직산읍 부송리,152-16,0152,0016,청솔,전세,59.94,1,6,"         4,600",             0,1,1995,,
직산읍 부송리,152-16,0152,0016,청솔,전세,59.74,2,21,"         4,000",             0,4,1995,,
직산읍 부송리,60-3,0060,0003,청호4차,전세,59.55,2,27,"         4,500",             0,6,1992,,
직산읍 부송리,60-3,0060,0003,청호4차,매매,84.52,2,28,"         9,800",0,5,1992,,
직산읍 부송리,152-16,0152,0016,청솔,매매,59.74,2,28,"         5,300",0,4,1995,,
직산읍 부송리,152-16,0152,0016,청솔,월세,59.74,3,1,           500,            30,5,1995,,
직산읍 부송리,60-3,0060,0003,청호4차,전세,59.55,3,12,"         5,000",             0,2,1992,,
직산읍 부송리,60-3,0060,0003,청호4차,매매,59.55,3,16,"         7,000",0,4,1992,,
직산읍 부송리,152-16,0152,0016,청솔,매매,59.94,3,16,"         4,000",0,1,1995,,
직산읍 부송리,152-16,0152,0016,청솔,매매,59.94,3,17,"         4,500",0,1,1995,,
직산읍 부송리,152-16,0152,0016,청솔,전세,59.74,3,25,"         4,000",             0,4,1995,,
직산읍 부송리,152-16,0152,0016,청솔,월세,59.74,3,26,           500,            30,1,1995,,
직산읍 부송리,60-3,0060,0003,청호4차,매매,59.55,3,29,"         6,000",0,3,1992,,
직산읍 부송리,152-16,0152,0016,청솔,매매,59.94,3,3,"         5,300",0,5,1995,,
직산읍 부송리,152-16,0152,0016,청솔,매매,59.74,3,31,"         4,850",0,1,1995,,
직산읍 부송리,60-3,0060,0003,청호4차,월세,84.52,3,4,"         1,000",            50,2,1992,,
직산읍 부송리,60-3,0060,0003,청호4차,월세,84.52,3,4,"         1,000",            50,2,1992,,
직산읍 부송리,152-16,0152,0016,청솔,매매,59.74,3,9,"         5,200",0,2,1995,,
직산읍 부송리,60-3,0060,0003,청호4차,전세,73.45,4,9,"         6,000",             0,5,1992,,
직산읍 부송리,152-16,0152,0016,청솔,전세,59.74,5,11,"         4,000",             0,2,1995,,
직산읍 부송리,152-16,0152,0016,청솔,전세,59.74,5,25,"         4,000",             0,2,1995,,
직산읍 부송리,60-3,0060,0003,청호4차,매매,73.45,5,30,"         8,600",0,4,1992,,
직산읍 부송리,152-16,0152,0016,청솔,전세,59.94,5,4,"         4,600",             0,1,1995,,
직산읍 부송리,60-3,0060,0003,청호4차,매매,59.55,5,6,"         5,000",0,1,1992,,
직산읍 부송리,60-3,0060,0003,청호4차,전세,73.45,5,7,"         7,000",             0,4,1992,,
직산읍 부송리,152-16,0152,0016,청솔,매매,59.74,6,14,"         4,900",0,4,1995,,
직산읍 부송리,60-3,0060,0003,청호4차,매매,59.55,6,2,"         5,000",0,4,1992,,
직산읍 부송리,152-16,0152,0016,청솔,매매,59.74,6,22,"         4,900",0,5,1995,,
직산읍 부송리,152-16,0152,0016,청솔,매매,59.74,6,28,"         4,900",0,5,1995,,
직산읍 부송리,60-3,0060,0003,청호4차,매매,84.52,6,29,"         9,800",0,3,1992,,
직산읍 부송리,60-3,0060,0003,청호4차,전세,59.55,6,4,"         5,000",             0,4,1992,,
직산읍 부송리,152-16,0152,0016,청솔,매매,59.74,6,4,"         4,100",0,6,1995,,
직산읍 부송리,60-3,0060,0003,청호4차,매매,59.55,7,25,"         6,000",0,5,1992,803,
직산읍 부송리,60-3,0060,0003,청호4차,매매,59.55,7,25,"         6,000",0,5,1992,,
직산읍 부송리,152-16,0152,0016,청솔,전세,59.74,7,29,"         3,500",             0,6,1995,,
직산읍 부송리,60-3,0060,0003,청호4차,월세,59.55,7,8,           500,            45,4,1992,,
직산읍 부송리,152-16,0152,0016,청솔,월세,59.74,8,29,           500,            40,2,1995,,
직산읍 부송리,152-16,0152,0016,청솔,매매,59.74,8,9,"         4,100",0,6,1995,,
직산읍 부송리,152-16,0152,0016,청솔,전세,59.74,9,20,"         5,000",             0,1,1995,,
직산읍 부송리,60-3,0060,0003,청호4차,월세,59.55,9,21,           500,            40,2,1992,,
직산읍 부송리,60-3,0060,0003,청호4차,월세,59.55,9,24,           500,            40,2,1992,,
직산읍 부송리,152-16,0152,0016,청솔,매매,59.74,9,26,"         4,500",0,2,1995,,
직산읍 부송리,60-3,0060,0003,청호4차,전세,73.45,10,22,"         7,500",             0,2,1992,,
직산읍 부송리,152-16,0152,0016,청솔,매매,59.74,10,24,"         4,800",0,1,1995,,
직산읍 부송리,60-3,0060,0003,청호4차,전세,73.45,10,31,"         6,200",             0,1,1992,,
직산읍 부송리,60-3,0060,0003,청호4차,월세,59.55,10,5,           500,            40,2,1992,,
직산읍 삼은리,70,0070,0000,직산한도,월세,44.325,1,10,           500,            40,11,1993,,
직산읍 삼은리,72-19,0072,0019,청림,월세,32.82,1,10,           200,            30,2,1990,,
직산읍 삼은리,575,0575,0000,한양수자인비다펠리즈,월세,64.4691,1,11,"         2,000",            70,6,2019,,
직산읍 삼은리,70,0070,0000,직산한도,매매,73.755,1,12,"        14,600",0,12,1993,,
직산읍 삼은리,70,0070,0000,직산한도,월세,44.325,1,12,           500,            37,4,1993,,
직산읍 삼은리,76-67,0076,0067,브리엔츠아파트,월세,49.5088,1,13,             0,            60,5,2019,,
직산읍 삼은리,575,0575,0000,한양수자인비다펠리즈,매매,69.9963,1,14,"        27,700",0,16,2019,,
직산읍 삼은리,575,0575,0000,한양수자인비다펠리즈,전세,64.4691,1,15,"        23,500",             0,12,2019,,
직산읍 삼은리,74-3,0074,0003,직산세광엔리치빌1차2단지,매매,84.9977,1,15,"        21,700",0,9,2005,,
직산읍 삼은리,70,0070,0000,직산한도,매매,69.7175,1,15,"        11,500",0,4,1993,,
직산읍 삼은리,72-19,0072,0019,청림,월세,33.66,1,15,           100,            20,5,1990,,
직산읍 삼은리,70,0070,0000,직산한도,월세,44.325,1,17,           500,            40,6,1993,,
직산읍 삼은리,72-41,0072,0041,직산세광엔리치빌1차1단지,매매,84.9977,1,19,"        20,500",0,6,2005,,
직산읍 삼은리,69-18,0069,0018,신광,전세,49.41,1,20,"         4,000",             0,1,1992,,
직산읍 삼은리,70,0070,0000,직산한도,월세,45.945,1,21,           500,            40,8,1993,,
직산읍 삼은리,70,0070,0000,직산한도,월세,45.945,1,21,           500,            40,8,1993,,
직산읍 삼은리,584,0584,0000,직산한양수자인아이림아파트,전세,59.157,1,22,"        22,000",             0,11,2019,,
직산읍 삼은리,74-3,0074,0003,직산세광엔리치빌1차2단지,매매,84.9977,1,22,"        20,300",0,1,2005,,
직산읍 삼은리,395,0395,0000,직산코아루,월세,84.943,1,22,"         3,000",            70,7,2005,,
직산읍 삼은리,76-67,0076,0067,브리엔츠아파트,월세,49.5088,1,24,"         3,000",            50,8,2019,,
직산읍 삼은리,584,0584,0000,직산한양수자인아이림아파트,전세,59.1619,1,26,"        21,500",             0,14,2019,,
직산읍 삼은리,575,0575,0000,한양수자인비다펠리즈,매매,64.4691,1,3,"        28,750",0,17,2019,,
직산읍 삼은리,72-41,0072,0041,직산세광엔리치빌1차1단지,매매,84.9655,1,5,"        16,000",0,1,2005,,
직산읍 삼은리,72-41,0072,0041,직산세광엔리치빌1차1단지,전세,84.9655,1,6,"        13,000",             0,9,2005,,
직산읍 삼은리,584,0584,0000,직산한양수자인아이림아파트,매매,63.8481,1,7,"        28,400",0,17,2019,110,
직산읍 삼은리,584,0584,0000,직산한양수자인아이림아파트,매매,63.8481,1,7,"        28,400",0,17,2019,,
직산읍 삼은리,74-3,0074,0003,직산세광엔리치빌1차2단지,매매,101.8269,1,8,"        25,000",0,3,2005,,
직산읍 삼은리,575,0575,0000,한양수자인비다펠리즈,매매,59.1619,1,8,"        23,000",0,2,2019,218,
직산읍 삼은리,575,0575,0000,한양수자인비다펠리즈,매매,59.1619,1,8,"        23,000",0,2,2019,,
직산읍 삼은리,72-41,0072,0041,직산세광엔리치빌1차1단지,전세,76.2465,1,8,"        15,500",             0,4,2005,,
직산읍 삼은리,72-41,0072,0041,직산세광엔리치빌1차1단지,전세,76.2465,1,8,"        15,000",             0,2,2005,,
직산읍 삼은리,584,0584,0000,직산한양수자인아이림아파트,매매,59.157,2,10,"        26,800",0,11,2019,,
직산읍 삼은리,72-4,0072,0004,일진,월세,77.16,2,11,           455,            45,1,1990,,
직산읍 삼은리,584,0584,0000,직산한양수자인아이림아파트,매매,63.8481,2,12,"        27,900",0,17,2019,,
직산읍 삼은리,584,0584,0000,직산한양수자인아이림아파트,전세,59.1619,2,12,"        15,750",             0,19,2019,,
직산읍 삼은리,69-14,0069,0014,정석,전세,51.79,2,12,"         4,500",             0,3,1991,,
직산읍 삼은리,584,0584,0000,직산한양수자인아이림아파트,전세,63.8481,2,13,"        16,000",             0,7,2019,,
직산읍 삼은리,74-3,0074,0003,직산세광엔리치빌1차2단지,매매,84.9977,2,19,"        22,800",0,7,2005,,
직산읍 삼은리,74-3,0074,0003,직산세광엔리치빌1차2단지,매매,84.9977,2,19,"        21,400",0,5,2005,,
직산읍 삼은리,70,0070,0000,직산한도,매매,44.325,2,19,"         8,500",0,6,1993,,
직산읍 삼은리,70,0070,0000,직산한도,전세,44.325,2,2,"         6,000",             0,4,1993,,
직산읍 삼은리,76-67,0076,0067,브리엔츠아파트,월세,49.0711,2,21,"         2,000",            45,3,2019,,
직산읍 삼은리,74-3,0074,0003,직산세광엔리치빌1차2단지,월세,88.7628,2,22,"         1,000",            80,1,2005,,
직산읍 삼은리,70,0070,0000,직산한도,월세,69.7175,2,23,           500,            50,2,1993,,
직산읍 삼은리,76-67,0076,0067,브리엔츠아파트,매매,49.5088,2,24,"        14,950",0,12,2019,,
직산읍 삼은리,72-4,0072,0004,일진,매매,62.07,2,24,"         7,400",0,2,1990,,
직산읍 삼은리,584,0584,0000,직산한양수자인아이림아파트,전세,59.1619,2,26,"        25,000",             0,21,2019,,
직산읍 삼은리,395,0395,0000,직산코아루,매매,84.943,2,26,"        19,200",0,2,2005,,
직산읍 삼은리,584,0584,0000,직산한양수자인아이림아파트,월세,59.1619,2,26,"         1,000",            85,18,2019,,
직산읍 삼은리,584,0584,0000,직산한양수자인아이림아파트,매매,63.8481,2,6,"        29,000",0,6,2019,,
직산읍 삼은리,584,0584,0000,직산한양수자인아이림아파트,매매,59.1619,2,8,"        26,000",0,13,2019,,
직산읍 삼은리,76-67,0076,0067,브리엔츠아파트,월세,49.0711,2,8,"         2,000",            45,2,2019,,
직산읍 삼은리,69-14,0069,0014,정석,전세,65.96,2,9,"         6,000",             0,1,1991,,
직산읍 삼은리,69-14,0069,0014,정석,전세,65.96,2,9,"         6,000",             0,1,1991,,
직산읍 삼은리,76-67,0076,0067,브리엔츠아파트,매매,49.0711,3,10,"        14,980",0,5,2019,,
직산읍 삼은리,76-67,0076,0067,브리엔츠아파트,월세,49.5088,3,11,"         1,000",            55,3,2019,,
직산읍 삼은리,69-18,0069,0018,신광,월세,49.41,3,11,           300,            35,3,1992,,
직산읍 삼은리,72-19,0072,0019,청림,전세,32.82,3,12,"         1,700",             0,5,1990,,
직산읍 삼은리,70,0070,0000,직산한도,월세,73.755,3,12,"         1,000",            55,4,1993,,
직산읍 삼은리,72-4,0072,0004,일진,월세,62.07,3,13,"         1,000",            40,1,1990,,
직산읍 삼은리,72-4,0072,0004,일진,전세,64.74,3,15,"         6,000",             0,4,1990,,
직산읍 삼은리,70,0070,0000,직산한도,전세,73.755,3,17,"        12,500",             0,11,1993,,
직산읍 삼은리,591,0591,0000,직산월드메르디앙레이크파크,전세,59.9032,3,19,"        22,000",             0,10,2020,,
직산읍 삼은리,69-14,0069,0014,정석,매매,51.79,3,19,"         5,500",0,3,1991,,
직산읍 삼은리,69-14,0069,0014,정석,전세,51.79,3,19,"         5,000",             0,3,1991,,
직산읍 삼은리,72-41,0072,0041,직산세광엔리치빌1차1단지,매매,84.9655,3,2,"        21,500",0,8,2005,,
직산읍 삼은리,59-7,0059,0007,청호6차,매매,59.765,3,2,"         7,000",0,2,1995,,
직산읍 삼은리,70,0070,0000,직산한도,매매,63.225,3,22,"        10,700",0,9,1993,,
직산읍 삼은리,591,0591,0000,직산월드메르디앙레이크파크,월세,59.9434,3,22,"         2,000",            65,4,2020,,
직산읍 삼은리,72-4,0072,0004,일진,월세,64.74,3,22,           500,            40,3,1990,,
직산읍 삼은리,395,0395,0000,직산코아루,매매,84.943,3,23,"        21,500",0,9,2005,,
직산읍 삼은리,395,0395,0000,직산코아루,전세,84.943,3,25,"        16,500",             0,4,2005,,
직산읍 삼은리,584,0584,0000,직산한양수자인아이림아파트,매매,63.8481,3,26,"        29,000",0,16,2019,,
직산읍 삼은리,74-3,0074,0003,직산세광엔리치빌1차2단지,전세,101.8269,3,28,"        21,000",             0,3,2005,,
직산읍 삼은리,76-67,0076,0067,브리엔츠아파트,월세,49.0711,3,29,"         1,000",            55,4,2019,,
직산읍 삼은리,70,0070,0000,직산한도,월세,54.045,3,29,"         1,000",            35,11,1993,,
직산읍 삼은리,69-18,0069,0018,신광,전세,48.21,3,31,"         3,000",             0,1,1992,,
직산읍 삼은리,69-18,0069,0018,신광,전세,48.21,3,31,"         3,000",             0,1,1992,,
직산읍 삼은리,584,0584,0000,직산한양수자인아이림아파트,전세,59.1619,3,5,"        21,000",             0,1,2019,,
직산읍 삼은리,575,0575,0000,한양수자인비다펠리즈,월세,59.1619,3,5,"         1,000",            42,1,2019,,
직산읍 삼은리,74-3,0074,0003,직산세광엔리치빌1차2단지,매매,101.8269,3,7,"        26,000",0,10,2005,,
직산읍 삼은리,72-41,0072,0041,직산세광엔리치빌1차1단지,매매,76.2465,3,7,"        19,500",0,5,2005,,
직산읍 삼은리,72-41,0072,0041,직산세광엔리치빌1차1단지,매매,84.9977,3,8,"        22,700",0,8,2005,,
직산읍 삼은리,72-4,0072,0004,일진,매매,64.74,3,8,"         7,200",0,4,1990,,
직산읍 삼은리,72-19,0072,0019,청림,매매,32.82,3,8,"         3,000",0,5,1990,,
직산읍 삼은리,395,0395,0000,직산코아루,월세,84.943,3,8,"         2,000",            75,11,2005,,
직산읍 삼은리,70,0070,0000,직산한도,월세,44.325,3,8,           500,            35,7,1993,,
직산읍 삼은리,395,0395,0000,직산코아루,월세,84.943,4,1,"         1,000",            70,4,2005,,
직산읍 삼은리,72-41,0072,0041,직산세광엔리치빌1차1단지,매매,84.9977,4,10,"        22,000",0,12,2005,,
직산읍 삼은리,69-14,0069,0014,정석,매매,51.79,4,10,"         5,500",0,1,1991,608,
직산읍 삼은리,69-14,0069,0014,정석,매매,51.79,4,10,"         5,500",0,1,1991,,
직산읍 삼은리,70,0070,0000,직산한도,매매,69.7175,4,11,"        12,100",0,10,1993,,
직산읍 삼은리,72-4,0072,0004,일진,월세,64.74,4,11,             0,            30,3,1990,,
직산읍 삼은리,70,0070,0000,직산한도,매매,44.325,4,13,"         8,200",0,4,1993,,
직산읍 삼은리,76-67,0076,0067,브리엔츠아파트,월세,49.0711,4,14,"         2,000",            45,4,2019,,
직산읍 삼은리,76-67,0076,0067,브리엔츠아파트,매매,49.5088,4,15,"        15,300",0,12,2019,,
직산읍 삼은리,76-67,0076,0067,브리엔츠아파트,월세,49.5088,4,15,"         1,000",            60,5,2019,,
직산읍 삼은리,59-7,0059,0007,청호6차,매매,59.765,4,18,"        12,500",0,8,1995,,
직산읍 삼은리,76-67,0076,0067,브리엔츠아파트,매매,49.0711,4,19,"        14,950",0,7,2019,,
직산읍 삼은리,575,0575,0000,한양수자인비다펠리즈,전세,69.9963,4,2,"        23,500",             0,9,2019,,
직산읍 삼은리,72-4,0072,0004,일진,월세,77.16,4,2,"         1,000",            50,3,1990,,
직산읍 삼은리,72-19,0072,0019,청림,월세,32.82,4,2,           300,            25,1,1990,,
직산읍 삼은리,70,0070,0000,직산한도,매매,63.225,4,20,"        11,500",0,9,1993,,
직산읍 삼은리,76-67,0076,0067,브리엔츠아파트,월세,49.5088,4,20,"         1,000",            55,3,2019,,
직산읍 삼은리,575,0575,0000,한양수자인비다펠리즈,매매,59.1619,4,21,"        24,500",0,20,2019,,
직산읍 삼은리,59-7,0059,0007,청호6차,전세,59.765,4,21,"        12,000",             0,6,1995,,
직산읍 삼은리,72-19,0072,0019,청림,월세,32.82,4,21,           300,            25,2,1990,,
직산읍 삼은리,72-4,0072,0004,일진,매매,77.16,4,23,"         9,200",0,3,1990,517,
직산읍 삼은리,575,0575,0000,한양수자인비다펠리즈,전세,69.9963,4,24,"        24,500",             0,6,2019,,
직산읍 삼은리,70,0070,0000,직산한도,월세,44.325,4,25,           500,            30,10,1993,,
직산읍 삼은리,70,0070,0000,직산한도,매매,73.755,4,26,"        14,000",0,2,1993,,
직산읍 삼은리,584,0584,0000,직산한양수자인아이림아파트,월세,63.8481,4,26,"         2,000",            90,17,2019,,
직산읍 삼은리,395,0395,0000,직산코아루,월세,84.943,4,28,"         5,000",            50,2,2005,,
직산읍 삼은리,575,0575,0000,한양수자인비다펠리즈,매매,69.9963,4,3,"        31,000",0,22,2019,,
직산읍 삼은리,74-3,0074,0003,직산세광엔리치빌1차2단지,매매,101.2923,4,3,"        24,700",0,12,2005,,
직산읍 삼은리,74-3,0074,0003,직산세광엔리치빌1차2단지,전세,88.7628,4,30,"        22,000",             0,14,2005,,
직산읍 삼은리,395,0395,0000,직산코아루,전세,84.943,4,4,"        17,000",             0,2,2005,,
직산읍 삼은리,591,0591,0000,직산월드메르디앙레이크파크,매매,59.9032,4,5,"        27,600",0,19,2020,,
직산읍 삼은리,70,0070,0000,직산한도,월세,54.045,4,5,           500,            40,2,1993,,
직산읍 삼은리,395,0395,0000,직산코아루,매매,84.943,4,6,"        19,900",0,11,2005,,
직산읍 삼은리,591,0591,0000,직산월드메르디앙레이크파크,전세,72.9518,4,8,"        27,000",             0,3,2020,,
직산읍 삼은리,72-41,0072,0041,직산세광엔리치빌1차1단지,전세,84.9977,4,8,"        15,500",             0,1,2005,,
직산읍 삼은리,70,0070,0000,직산한도,매매,54.045,4,8,"         9,900",0,9,1993,,
직산읍 삼은리,70,0070,0000,직산한도,월세,45.945,4,8,           500,            30,6,1993,,
직산읍 삼은리,395,0395,0000,직산코아루,매매,84.943,5,10,"        19,500",0,14,2005,,
직산읍 삼은리,591,0591,0000,직산월드메르디앙레이크파크,월세,72.9518,5,10,"         2,000",            90,11,2020,,
직산읍 삼은리,575,0575,0000,한양수자인비다펠리즈,매매,59.1619,5,11,"        27,000",0,22,2019,,
직산읍 삼은리,72-19,0072,0019,청림,전세,32.82,5,13,"         2,500",             0,3,1990,,
직산읍 삼은리,395,0395,0000,직산코아루,전세,84.943,5,14,"        17,000",             0,5,2005,,
직산읍 삼은리,575,0575,0000,한양수자인비다펠리즈,전세,59.1619,5,15,"        18,000",             0,19,2019,,
직산읍 삼은리,76-67,0076,0067,브리엔츠아파트,매매,49.0711,5,17,"        15,300",0,5,2019,,
직산읍 삼은리,72-4,0072,0004,일진,매매,77.16,5,18,"         9,200",0,3,1990,,
직산읍 삼은리,395,0395,0000,직산코아루,매매,84.943,5,19,"        20,400",0,10,2005,,
직산읍 삼은리,591,0591,0000,직산월드메르디앙레이크파크,매매,72.9518,5,2,"        32,800",0,10,2020,,
직산읍 삼은리,584,0584,0000,직산한양수자인아이림아파트,매매,63.8481,5,2,"        28,700",0,16,2019,,
직산읍 삼은리,575,0575,0000,한양수자인비다펠리즈,매매,69.9963,5,20,"        32,000",0,11,2019,,
직산읍 삼은리,76-67,0076,0067,브리엔츠아파트,매매,49.5088,5,20,"        14,980",0,6,2019,,
직산읍 삼은리,70,0070,0000,직산한도,매매,45.945,5,20,"         8,500",0,7,1993,,
직산읍 삼은리,575,0575,0000,한양수자인비다펠리즈,전세,59.1619,5,21,"        23,000",             0,20,2019,,
직산읍 삼은리,584,0584,0000,직산한양수자인아이림아파트,전세,59.1619,5,21,"        21,000",             0,2,2019,,
직산읍 삼은리,584,0584,0000,직산한양수자인아이림아파트,전세,59.1619,5,21,"        21,000",             0,2,2019,,
직산읍 삼은리,584,0584,0000,직산한양수자인아이림아파트,매매,59.1619,5,23,"        26,500",0,12,2019,,
직산읍 삼은리,70,0070,0000,직산한도,월세,63.225,5,23,"         1,500",            50,1,1993,,
직산읍 삼은리,584,0584,0000,직산한양수자인아이림아파트,전세,59.1619,5,24,"        25,000",             0,6,2019,,
직산읍 삼은리,72-19,0072,0019,청림,매매,33.66,5,25,"         5,000",0,5,1990,,
직산읍 삼은리,69-18,0069,0018,신광,매매,49.41,5,26,"         4,000",0,3,1992,,
직산읍 삼은리,69-18,0069,0018,신광,매매,46.65,5,26,"         4,000",0,3,1992,,
직산읍 삼은리,69-18,0069,0018,신광,매매,49.41,5,26,"         4,000",0,3,1992,,
직산읍 삼은리,69-18,0069,0018,신광,매매,49.41,5,26,"         4,000",0,3,1992,,
직산읍 삼은리,69-18,0069,0018,신광,매매,48.21,5,26,"         4,000",0,4,1992,,
직산읍 삼은리,69-18,0069,0018,신광,매매,49.41,5,26,"         4,000",0,4,1992,,
직산읍 삼은리,69-18,0069,0018,신광,매매,49.41,5,26,"         4,000",0,4,1992,,
직산읍 삼은리,69-18,0069,0018,신광,매매,49.41,5,26,"         4,000",0,4,1992,,
직산읍 삼은리,69-18,0069,0018,신광,매매,49.41,5,26,"         4,000",0,4,1992,,
직산읍 삼은리,69-18,0069,0018,신광,매매,46.65,5,26,"         4,000",0,4,1992,,
직산읍 삼은리,69-18,0069,0018,신광,매매,48.21,5,26,"         4,000",0,5,1992,,
직산읍 삼은리,69-18,0069,0018,신광,매매,49.41,5,26,"         4,000",0,5,1992,,
직산읍 삼은리,69-18,0069,0018,신광,매매,49.41,5,26,"         4,000",0,5,1992,,
직산읍 삼은리,69-18,0069,0018,신광,매매,49.41,5,26,"         4,000",0,5,1992,,
직산읍 삼은리,69-18,0069,0018,신광,매매,49.41,5,26,"         4,000",0,5,1992,,
직산읍 삼은리,69-18,0069,0018,신광,매매,43.01,5,26,"         4,000",0,5,1992,,
직산읍 삼은리,69-18,0069,0018,신광,매매,48.21,5,26,"         4,000",0,6,1992,,
직산읍 삼은리,69-18,0069,0018,신광,매매,49.41,5,26,"         4,000",0,6,1992,,
직산읍 삼은리,69-18,0069,0018,신광,매매,49.41,5,26,"         4,000",0,6,1992,,
직산읍 삼은리,69-18,0069,0018,신광,매매,49.41,5,26,"         4,000",0,6,1992,,
직산읍 삼은리,69-18,0069,0018,신광,매매,48.21,5,26,"         4,000",0,1,1992,,
직산읍 삼은리,69-18,0069,0018,신광,매매,49.41,5,26,"         4,000",0,1,1992,,
직산읍 삼은리,69-18,0069,0018,신광,매매,49.41,5,26,"         4,000",0,1,1992,,
직산읍 삼은리,69-18,0069,0018,신광,매매,49.41,5,26,"         4,000",0,1,1992,,
직산읍 삼은리,69-18,0069,0018,신광,매매,49.41,5,26,"         4,000",0,1,1992,,
직산읍 삼은리,69-18,0069,0018,신광,매매,46.65,5,26,"         4,000",0,1,1992,,
직산읍 삼은리,69-18,0069,0018,신광,매매,48.21,5,26,"         4,000",0,2,1992,,
직산읍 삼은리,69-18,0069,0018,신광,매매,49.41,5,26,"         4,000",0,2,1992,,
직산읍 삼은리,69-18,0069,0018,신광,매매,49.41,5,26,"         4,000",0,2,1992,,
직산읍 삼은리,69-18,0069,0018,신광,매매,49.41,5,26,"         4,000",0,2,1992,,
직산읍 삼은리,69-18,0069,0018,신광,매매,49.41,5,26,"         4,000",0,2,1992,,
직산읍 삼은리,69-18,0069,0018,신광,매매,46.65,5,26,"         4,000",0,2,1992,,
직산읍 삼은리,69-18,0069,0018,신광,매매,48.21,5,26,"         4,000",0,3,1992,,
직산읍 삼은리,69-18,0069,0018,신광,매매,49.41,5,26,"         4,000",0,3,1992,,
직산읍 삼은리,591,0591,0000,직산월드메르디앙레이크파크,전세,72.9518,5,27,"        26,000",             0,1,2020,,
직산읍 삼은리,70,0070,0000,직산한도,월세,44.325,5,27,           500,            38,2,1993,,
직산읍 삼은리,575,0575,0000,한양수자인비다펠리즈,전세,59.1619,5,28,"        14,000",             0,2,2019,,
